complaint_id,train_id,zone,category,filed_date,resolved_date,sla_target_days,resolved_in_days,met_sla
C01492,T0122,WR,Security,2024-02-19,2024-02-20,3,1,1
C01493,T0060,SR,Staff Behavior,2025-11-04,2025-11-11,3,7,0
C01494,T0107,WR,Punctuality,2024-03-11,2024-03-12,3,1,1
C01495,T0036,CR,Catering,2024-12-27,2025-01-05,10,9,1
C01496,T0142,ER,Coach Maintenance,2024-02-29,2024-03-05,7,5,1
C01497,T0094,NER,Water Availability,2025-03-01,2025-03-10,10,9,1
C01498,T0147,NER,Cleanliness,2025-01-01,2025-01-02,3,1,1
C01499,T0097,WR,Staff Behavior,2025-02-20,2025-03-02,5,10,0
C01500,T0116,NR,Coach Maintenance,2024-11-02,2024-11-03,5,1,1
C01501,T0136,NR,Staff Behavior,2025-02-07,2025-02-17,5,10,0
C01502,T0032,NER,Cleanliness,2024-09-07,2024-09-09,3,2,1
C01503,T0098,CR,Cleanliness,2025-06-05,2025-06-06,3,1,1
C01504,T0133,SER,Security,2024-10-20,2024-10-29,5,9,0
C01505,T0075,SR,Cleanliness,2025-03-12,2025-03-13,3,1,1
C01506,T0041,CR,Coach Maintenance,2024-05-12,2024-05-20,7,8,0
C01507,T0029,WR,Punctuality,2024-01-05,2024-01-08,10,3,1
C01508,T0119,CR,Staff Behavior,2025-11-29,2025-12-04,7,5,1
C01509,T0093,WR,Security,2025-11-04,2025-11-08,3,4,0
C01510,T0139,WR,Cleanliness,2024-03-24,2024-03-31,3,7,0
C01511,T0149,NER,Security,2024-03-31,2024-04-06,7,6,1
C01512,T0101,ER,Cleanliness,2025-08-01,2025-08-11,7,10,0
C01513,T0063,SCR,Coach Maintenance,2025-12-10,2025-12-18,7,8,0
C01514,T0098,CR,Staff Behavior,2025-06-03,2025-06-14,7,11,0
C01515,T0059,SER,Cleanliness,2025-02-02,2025-02-04,3,2,1
C01516,T0137,NER,Punctuality,2025-09-24,2025-10-02,3,8,0
C01517,T0085,NR,Water Availability,2024-01-15,2024-01-24,7,9,0
C01518,T0144,CR,Water Availability,2024-02-13,2024-02-22,7,9,0
C01519,T0080,WR,Staff Behavior,2024-12-12,2024-12-22,5,10,0
C01520,T0076,SCR,Catering,2024-08-28,2024-08-30,10,2,1
C01521,T0091,CR,Catering,2025-11-01,2025-11-04,3,3,1
C01522,T0001,SR,Security,2025-04-27,2025-05-01,5,4,1
C01523,T0001,SR,Cleanliness,2025-12-11,2025-12-14,10,3,1
C01524,T0091,CR,Catering,2025-11-08,2025-11-12,3,4,0
C01525,T0130,SR,Security,2024-08-19,2024-08-24,5,5,1
C01526,T0020,NR,Security,2024-07-03,2024-07-08,3,5,0
C01527,T0065,SER,Cleanliness,2024-08-05,2024-08-10,7,5,1
C01528,T0147,NER,Security,2025-01-22,2025-01-30,5,8,0
C01529,T0038,ER,Water Availability,2024-08-05,2024-08-06,10,1,1
C01530,T0098,CR,Catering,2024-07-03,2024-07-04,10,1,1
C01531,T0033,SR,Staff Behavior,2025-08-07,2025-08-08,7,1,1
C01532,T0032,NER,Punctuality,2024-10-11,2024-10-18,3,7,0
C01533,T0082,SER,Punctuality,2025-12-04,2025-12-09,7,5,1
C01534,T0133,SER,Staff Behavior,2025-04-09,2025-04-10,7,1,1
C01535,T0086,SCR,Water Availability,2024-04-06,2024-04-14,7,8,0
C01536,T0071,WR,Punctuality,2025-06-25,2025-07-08,10,13,0
C01537,T0128,NER,Punctuality,2024-09-17,2024-09-28,10,11,0
C01538,T0019,SR,Punctuality,2024-07-21,2024-07-29,5,8,0
C01539,T0083,ER,Security,2024-05-24,2024-05-29,3,5,0
C01540,T0117,NR,Punctuality,2025-01-04,2025-01-05,5,1,1
C01541,T0120,WR,Staff Behavior,2024-04-14,2024-04-16,7,2,1
C01542,T0008,CR,Water Availability,2024-06-11,2024-06-14,3,3,1
C01543,T0034,NR,Water Availability,2024-09-03,2024-09-12,7,9,0
C01544,T0028,SER,Coach Maintenance,2024-07-10,2024-07-19,5,9,0
C01545,T0084,NER,Staff Behavior,2024-01-14,2024-01-17,3,3,1
C01546,T0058,ER,Staff Behavior,2025-01-13,2025-01-24,7,11,0
C01547,T0083,ER,Security,2025-01-19,2025-01-31,7,12,0
C01548,T0009,WR,Catering,2025-08-19,2025-08-29,5,10,0
C01549,T0036,CR,Coach Maintenance,2025-02-24,2025-03-01,3,5,0
C01550,T0038,ER,Cleanliness,2025-06-07,2025-06-12,10,5,1
C01551,T0009,WR,Punctuality,2024-02-22,2024-02-27,10,5,1
C01552,T0077,WR,Coach Maintenance,2025-08-03,2025-08-14,7,11,0
C01553,T0034,NR,Staff Behavior,2024-08-31,2024-09-10,7,10,0
C01554,T0026,ER,Cleanliness,2025-02-21,2025-02-27,7,6,1
C01555,T0004,SCR,Security,2025-01-29,2025-02-10,10,12,0
C01556,T0073,SER,Catering,2024-08-18,2024-08-22,7,4,1
C01557,T0010,CR,Staff Behavior,2024-11-08,2024-11-09,3,1,1
C01558,T0009,WR,Catering,2025-12-11,2025-12-26,10,15,0
C01559,T0056,ER,Staff Behavior,2025-04-24,2025-04-27,3,3,1
C01560,T0059,SER,Catering,2025-10-17,2025-10-21,5,4,1
C01561,T0064,CR,Catering,2024-06-06,2024-06-11,7,5,1
C01562,T0021,CR,Staff Behavior,2024-07-05,2024-07-08,7,3,1
C01563,T0040,CR,Water Availability,2025-03-11,2025-03-24,10,13,0
C01564,T0143,SCR,Cleanliness,2024-08-13,2024-08-18,5,5,1
C01565,T0114,ER,Coach Maintenance,2025-08-12,2025-08-14,3,2,1
C01566,T0002,SR,Water Availability,2025-05-21,2025-05-31,7,10,0
C01567,T0148,ER,Security,2025-09-18,2025-09-29,7,11,0
C01568,T0063,SCR,Punctuality,2025-01-26,2025-02-05,5,10,0
C01569,T0074,WR,Catering,2024-08-25,2024-08-26,7,1,1
C01570,T0015,NER,Security,2025-11-16,2025-11-20,3,4,0
C01571,T0084,NER,Security,2024-05-14,2024-05-19,5,5,1
C01572,T0143,SCR,Water Availability,2024-05-08,2024-05-13,3,5,0
C01573,T0114,ER,Staff Behavior,2024-09-08,2024-09-17,5,9,0
C01574,T0017,SCR,Punctuality,2024-07-13,2024-07-16,7,3,1
C01575,T0059,SER,Staff Behavior,2024-03-22,2024-04-03,10,12,0
C01576,T0128,NER,Staff Behavior,2024-04-13,2024-04-19,3,6,0
C01577,T0099,SCR,Catering,2024-12-05,2024-12-16,10,11,0
C01578,T0115,NR,Cleanliness,2024-08-11,2024-08-21,5,10,0
C01579,T0111,WR,Catering,2024-06-06,2024-06-11,3,5,0
C01580,T0115,NR,Staff Behavior,2024-10-27,2024-10-28,7,1,1
C01581,T0001,SR,Coach Maintenance,2025-10-31,2025-11-08,5,8,0
C01582,T0106,WR,Cleanliness,2025-02-10,2025-02-12,5,2,1
C01583,T0029,WR,Security,2024-05-17,2024-05-28,7,11,0
C01584,T0120,WR,Coach Maintenance,2024-09-08,2024-09-10,7,2,1
C01585,T0059,SER,Coach Maintenance,2025-03-12,2025-03-23,10,11,0
C01586,T0116,NR,Water Availability,2024-08-23,2024-08-27,3,4,0
C01587,T0022,ER,Cleanliness,2025-04-27,2025-05-01,7,4,1
C01588,T0012,WR,Security,2025-12-18,2025-12-22,5,4,1
C01589,T0081,NER,Security,2025-06-07,2025-06-11,7,4,1
C01590,T0050,CR,Punctuality,2025-08-07,2025-08-16,5,9,0
C01591,T0097,WR,Cleanliness,2024-02-19,2024-02-27,3,8,0
C01592,T0017,SCR,Cleanliness,2024-09-06,2024-09-14,5,8,0
C01593,T0083,ER,Staff Behavior,2024-09-15,2024-09-22,7,7,1
C01594,T0130,SR,Punctuality,2025-10-31,2025-11-10,7,10,0
C01595,T0105,SER,Catering,2025-09-06,2025-09-09,10,3,1
C01596,T0017,SCR,Catering,2024-10-29,2024-11-02,10,4,1
C01597,T0126,WR,Water Availability,2024-12-19,2024-12-23,7,4,1
C01598,T0065,SER,Coach Maintenance,2024-12-04,2024-12-06,10,2,1
C01599,T0121,SCR,Staff Behavior,2025-06-15,2025-06-20,3,5,0
C01600,T0040,CR,Punctuality,2024-12-14,2024-12-18,3,4,0
C01601,T0145,SER,Staff Behavior,2024-09-18,2024-09-27,5,9,0
C01602,T0142,ER,Security,2024-08-08,2024-08-17,10,9,1
C01603,T0069,CR,Punctuality,2025-12-17,2026-01-01,10,15,0
C01604,T0103,NER,Punctuality,2024-05-04,2024-05-05,3,1,1
C01605,T0038,ER,Coach Maintenance,2024-09-15,2024-09-16,3,1,1
C01606,T0099,SCR,Coach Maintenance,2024-05-18,2024-05-23,7,5,1
C01607,T0092,NR,Punctuality,2025-04-19,2025-04-29,5,10,0
C01608,T0108,SR,Punctuality,2024-02-29,2024-03-05,7,5,1
C01609,T0120,WR,Coach Maintenance,2025-04-18,2025-04-21,7,3,1
C01610,T0057,WR,Security,2024-12-05,2024-12-12,5,7,0
C01611,T0041,CR,Water Availability,2025-10-02,2025-10-12,5,10,0
C01612,T0127,ER,Coach Maintenance,2024-09-24,2024-10-02,5,8,0
C01613,T0142,ER,Coach Maintenance,2025-07-04,2025-07-15,7,11,0
C01614,T0109,SER,Staff Behavior,2024-02-25,2024-03-02,5,6,0
C01615,T0102,SCR,Staff Behavior,2024-01-14,2024-01-17,5,3,1
C01616,T0130,SR,Staff Behavior,2025-12-02,2025-12-10,3,8,0
C01617,T0048,WR,Water Availability,2025-06-02,2025-06-17,10,15,0
C01618,T0039,ER,Coach Maintenance,2024-05-06,2024-05-20,10,14,0
C01619,T0070,CR,Punctuality,2025-02-16,2025-02-23,10,7,1
C01620,T0003,WR,Security,2025-11-05,2025-11-12,7,7,1
C01621,T0119,CR,Coach Maintenance,2024-04-13,2024-04-21,3,8,0
C01622,T0003,WR,Catering,2024-04-12,2024-04-13,3,1,1
C01623,T0037,SR,Cleanliness,2024-11-10,2024-11-19,7,9,0
C01624,T0058,ER,Catering,2025-05-06,2025-05-07,5,1,1
C01625,T0126,WR,Security,2025-08-20,2025-08-27,3,7,0
C01626,T0019,SR,Water Availability,2025-03-24,2025-03-29,10,5,1
C01627,T0138,ER,Coach Maintenance,2025-10-11,2025-10-14,3,3,1
C01628,T0042,NR,Cleanliness,2024-09-10,2024-09-21,10,11,0
C01629,T0049,SER,Cleanliness,2024-03-20,2024-04-02,10,13,0
C01630,T0099,SCR,Water Availability,2025-10-23,2025-11-03,10,11,0
C01631,T0008,CR,Security,2024-02-20,2024-02-26,7,6,1
C01632,T0108,SR,Water Availability,2025-04-18,2025-04-19,7,1,1
C01633,T0081,NER,Catering,2024-01-11,2024-01-12,5,1,1
C01634,T0113,CR,Cleanliness,2024-10-15,2024-10-26,10,11,0
C01635,T0149,NER,Catering,2024-02-24,2024-03-10,10,15,0
C01636,T0054,CR,Punctuality,2024-05-21,2024-05-26,3,5,0
C01637,T0086,SCR,Staff Behavior,2025-10-23,2025-11-05,10,13,0
C01638,T0074,WR,Cleanliness,2025-12-20,2025-12-31,10,11,0
C01639,T0107,WR,Punctuality,2025-02-24,2025-02-28,5,4,1
C01640,T0088,ER,Water Availability,2024-11-18,2024-11-26,5,8,0
C01641,T0069,CR,Coach Maintenance,2025-04-26,2025-05-03,5,7,0
C01642,T0017,SCR,Coach Maintenance,2025-03-04,2025-03-08,7,4,1
C01643,T0092,NR,Coach Maintenance,2024-03-26,2024-03-27,7,1,1
C01644,T0040,CR,Staff Behavior,2025-01-09,2025-01-18,10,9,1
C01645,T0089,SCR,Security,2025-07-03,2025-07-11,7,8,0
C01646,T0038,ER,Catering,2024-03-31,2024-04-09,5,9,0
C01647,T0114,ER,Staff Behavior,2025-12-03,2025-12-05,3,2,1
C01648,T0002,SR,Catering,2024-03-30,2024-04-06,5,7,0
C01649,T0071,WR,Cleanliness,2024-03-12,2024-03-16,3,4,0
C01650,T0111,WR,Water Availability,2025-01-25,2025-01-28,7,3,1
C01651,T0077,WR,Punctuality,2024-05-09,2024-05-17,7,8,0
C01652,T0104,NER,Coach Maintenance,2024-03-21,2024-04-02,7,12,0
C01653,T0078,WR,Water Availability,2025-02-26,2025-03-01,5,3,1
C01654,T0132,SCR,Cleanliness,2025-03-10,2025-03-13,3,3,1
C01655,T0143,SCR,Coach Maintenance,2025-12-03,2025-12-13,7,10,0
C01656,T0045,SER,Cleanliness,2024-03-04,2024-03-18,10,14,0
C01657,T0071,WR,Water Availability,2024-08-03,2024-08-09,3,6,0
C01658,T0059,SER,Catering,2024-08-17,2024-08-22,5,5,1
C01659,T0008,CR,Punctuality,2024-09-03,2024-09-10,5,7,0
C01660,T0068,SR,Security,2024-12-17,2024-12-21,7,4,1
C01661,T0146,WR,Water Availability,2024-12-11,2024-12-18,7,7,1
C01662,T0003,WR,Staff Behavior,2024-08-04,2024-08-07,3,3,1
C01663,T0028,SER,Punctuality,2025-03-05,2025-03-11,5,6,0
C01664,T0035,WR,Cleanliness,2025-03-09,2025-03-12,3,3,1
C01665,T0079,SCR,Staff Behavior,2025-01-07,2025-01-08,10,1,1
C01666,T0009,WR,Cleanliness,2024-12-08,2024-12-14,10,6,1
C01667,T0054,CR,Staff Behavior,2025-05-11,2025-05-19,5,8,0
C01668,T0097,WR,Water Availability,2025-06-23,2025-06-29,3,6,0
C01669,T0044,SR,Coach Maintenance,2024-06-11,2024-06-15,7,4,1
C01670,T0054,CR,Cleanliness,2025-08-16,2025-08-19,5,3,1
C01671,T0136,NR,Punctuality,2025-12-14,2025-12-28,10,14,0
C01672,T0078,WR,Water Availability,2024-02-17,2024-02-18,5,1,1
C01673,T0033,SR,Water Availability,2025-04-21,2025-05-03,7,12,0
C01674,T0011,SER,Cleanliness,2024-02-03,2024-02-07,10,4,1
C01675,T0053,SCR,Punctuality,2025-08-29,2025-09-12,10,14,0
C01676,T0002,SR,Staff Behavior,2024-06-01,2024-06-10,10,9,1
C01677,T0057,WR,Security,2024-02-07,2024-02-13,5,6,0
C01678,T0109,SER,Water Availability,2024-07-03,2024-07-06,7,3,1
C01679,T0020,NR,Staff Behavior,2025-09-16,2025-09-21,3,5,0
C01680,T0026,ER,Water Availability,2024-08-30,2024-09-08,7,9,0
C01681,T0079,SCR,Punctuality,2025-03-06,2025-03-15,7,9,0
C01682,T0109,SER,Water Availability,2024-10-13,2024-10-22,5,9,0
C01683,T0105,SER,Punctuality,2024-06-09,2024-06-11,7,2,1
C01684,T0009,WR,Security,2025-07-20,2025-07-29,5,9,0
C01685,T0024,NR,Staff Behavior,2024-09-08,2024-09-12,3,4,0
C01686,T0090,SCR,Staff Behavior,2024-09-21,2024-09-22,3,1,1
C01687,T0016,ER,Punctuality,2025-11-23,2025-12-04,10,11,0
C01688,T0071,WR,Punctuality,2025-08-15,2025-08-22,5,7,0
C01689,T0137,NER,Staff Behavior,2025-10-30,2025-11-11,7,12,0
C01690,T0121,SCR,Staff Behavior,2025-04-24,2025-05-01,3,7,0
C01691,T0093,WR,Cleanliness,2025-10-24,2025-10-29,5,5,1
C01692,T0044,SR,Punctuality,2025-09-30,2025-10-09,10,9,1
C01693,T0025,WR,Punctuality,2024-07-22,2024-07-28,3,6,0
C01694,T0050,CR,Water Availability,2025-02-20,2025-03-02,10,10,1
C01695,T0106,WR,Punctuality,2024-07-17,2024-07-21,3,4,0
C01696,T0050,CR,Cleanliness,2024-11-30,2024-12-01,7,1,1
C01697,T0073,SER,Security,2024-10-16,2024-10-18,3,2,1
C01698,T0072,NER,Coach Maintenance,2025-04-12,2025-04-14,3,2,1
C01699,T0026,ER,Punctuality,2024-11-04,2024-11-08,3,4,0
C01700,T0064,CR,Punctuality,2024-12-12,2024-12-13,7,1,1
C01701,T0004,SCR,Punctuality,2024-05-04,2024-05-09,10,5,1
C01702,T0025,WR,Punctuality,2025-04-05,2025-04-14,5,9,0
C01703,T0017,SCR,Water Availability,2025-07-21,2025-07-22,7,1,1
C01704,T0113,CR,Punctuality,2025-04-22,2025-04-30,7,8,0
C01705,T0013,SER,Staff Behavior,2025-02-26,2025-03-02,7,4,1
C01706,T0054,CR,Coach Maintenance,2024-03-08,2024-03-16,3,8,0
C01707,T0033,SR,Coach Maintenance,2025-10-30,2025-11-01,7,2,1
C01708,T0098,CR,Cleanliness,2025-08-24,2025-08-31,10,7,1
C01709,T0130,SR,Water Availability,2024-10-04,2024-10-13,7,9,0
C01710,T0085,NR,Staff Behavior,2024-07-29,2024-07-31,7,2,1
C01711,T0096,SR,Coach Maintenance,2024-09-16,2024-09-23,5,7,0
C01712,T0007,NER,Catering,2025-08-21,2025-08-25,7,4,1
C01713,T0145,SER,Water Availability,2025-08-17,2025-08-25,7,8,0
C01714,T0001,SR,Catering,2024-02-12,2024-02-14,3,2,1
C01715,T0095,CR,Cleanliness,2025-02-10,2025-02-21,10,11,0
C01716,T0125,WR,Staff Behavior,2024-06-22,2024-06-29,3,7,0
C01717,T0144,CR,Coach Maintenance,2024-07-12,2024-07-15,10,3,1
C01718,T0125,WR,Water Availability,2024-08-13,2024-08-15,3,2,1
C01719,T0123,SR,Punctuality,2024-12-24,2024-12-26,3,2,1
C01720,T0056,ER,Water Availability,2025-11-01,2025-11-11,7,10,0
C01721,T0082,SER,Staff Behavior,2025-05-02,2025-05-11,7,9,0
C01722,T0135,SR,Punctuality,2025-11-10,2025-11-11,3,1,1
C01723,T0013,SER,Staff Behavior,2024-11-29,2024-12-03,3,4,0
C01724,T0005,SCR,Water Availability,2024-01-28,2024-02-11,10,14,0
C01725,T0127,ER,Staff Behavior,2024-09-12,2024-09-21,7,9,0
C01726,T0119,CR,Security,2024-05-25,2024-05-26,7,1,1
C01727,T0016,ER,Coach Maintenance,2024-09-27,2024-10-02,3,5,0
C01728,T0045,SER,Water Availability,2024-04-20,2024-04-22,5,2,1
C01729,T0099,SCR,Punctuality,2025-05-06,2025-05-12,7,6,1
C01730,T0039,ER,Catering,2025-09-01,2025-09-10,5,9,0
C01731,T0009,WR,Punctuality,2025-04-19,2025-04-29,7,10,0
C01732,T0108,SR,Security,2025-08-07,2025-08-20,10,13,0
C01733,T0008,CR,Water Availability,2025-09-03,2025-09-07,7,4,1
C01734,T0059,SER,Punctuality,2024-05-25,2024-06-04,7,10,0
C01735,T0115,NR,Cleanliness,2025-03-19,2025-03-24,7,5,1
C01736,T0144,CR,Security,2025-07-02,2025-07-08,7,6,1
C01737,T0105,SER,Coach Maintenance,2025-09-14,2025-09-29,10,15,0
C01738,T0143,SCR,Security,2025-03-21,2025-03-30,10,9,1
C01739,T0083,ER,Catering,2025-02-28,2025-03-07,5,7,0
C01740,T0112,ER,Catering,2025-10-03,2025-10-06,3,3,1
C01741,T0043,SR,Cleanliness,2025-11-24,2025-12-08,10,14,0
C01742,T0039,ER,Catering,2025-08-02,2025-08-03,3,1,1
C01743,T0083,ER,Coach Maintenance,2024-12-03,2024-12-04,3,1,1
C01744,T0013,SER,Water Availability,2024-01-13,2024-01-21,10,8,1
C01745,T0050,CR,Coach Maintenance,2025-12-18,2025-12-19,3,1,1
C01746,T0032,NER,Staff Behavior,2025-12-10,2025-12-12,7,2,1
C01747,T0060,SR,Water Availability,2025-12-07,2025-12-11,7,4,1
C01748,T0126,WR,Coach Maintenance,2025-08-11,2025-08-21,10,10,1
C01749,T0095,CR,Catering,2024-10-19,2024-10-28,10,9,1
C01750,T0022,ER,Punctuality,2024-05-17,2024-05-18,5,1,1
C01751,T0104,NER,Staff Behavior,2025-09-03,2025-09-06,7,3,1
C01752,T0071,WR,Security,2024-06-27,2024-07-06,10,9,1
C01753,T0146,WR,Punctuality,2025-02-20,2025-02-22,10,2,1
C01754,T0141,CR,Water Availability,2024-10-31,2024-11-02,7,2,1
C01755,T0078,WR,Catering,2025-04-19,2025-04-21,3,2,1
C01756,T0133,SER,Security,2024-06-14,2024-06-20,7,6,1
C01757,T0150,NER,Staff Behavior,2025-05-20,2025-05-22,3,2,1
C01758,T0023,SER,Water Availability,2025-05-06,2025-05-16,5,10,0
C01759,T0029,WR,Staff Behavior,2024-06-14,2024-06-23,5,9,0
C01760,T0143,SCR,Water Availability,2024-07-10,2024-07-13,3,3,1
C01761,T0048,WR,Coach Maintenance,2025-02-07,2025-02-11,7,4,1
C01762,T0066,WR,Catering,2024-09-24,2024-09-27,10,3,1
C01763,T0059,SER,Security,2024-06-10,2024-06-15,3,5,0
C01764,T0144,CR,Coach Maintenance,2025-10-16,2025-10-28,7,12,0
C01765,T0101,ER,Catering,2025-09-16,2025-09-23,3,7,0
C01766,T0097,WR,Water Availability,2025-06-30,2025-07-08,7,8,0
C01767,T0012,WR,Catering,2025-12-10,2025-12-20,7,10,0
C01768,T0009,WR,Coach Maintenance,2025-09-27,2025-09-30,10,3,1
C01769,T0090,SCR,Water Availability,2024-04-08,2024-04-18,10,10,1
C01770,T0080,WR,Security,2025-08-18,2025-08-22,7,4,1
C01771,T0090,SCR,Security,2024-03-14,2024-03-15,10,1,1
C01772,T0107,WR,Water Availability,2024-09-12,2024-09-14,10,2,1
C01773,T0091,CR,Coach Maintenance,2025-10-13,2025-10-20,10,7,1
C01774,T0019,SR,Catering,2024-11-05,2024-11-19,10,14,0
C01775,T0143,SCR,Staff Behavior,2025-05-11,2025-05-18,10,7,1
C01776,T0138,ER,Coach Maintenance,2024-11-22,2024-12-07,10,15,0
C01777,T0022,ER,Staff Behavior,2024-09-09,2024-09-11,5,2,1
C01778,T0105,SER,Punctuality,2024-01-03,2024-01-06,5,3,1
C01779,T0077,WR,Water Availability,2024-08-08,2024-08-12,3,4,0
C01780,T0045,SER,Cleanliness,2024-10-08,2024-10-12,5,4,1
C01781,T0002,SR,Security,2025-03-04,2025-03-13,7,9,0
C01782,T0015,NER,Catering,2025-12-30,2026-01-08,10,9,1
C01783,T0127,ER,Water Availability,2025-06-10,2025-06-14,3,4,0
C01784,T0098,CR,Water Availability,2024-06-15,2024-06-22,10,7,1
C01785,T0025,WR,Catering,2024-04-28,2024-05-11,10,13,0
C01786,T0136,NR,Cleanliness,2025-11-16,2025-11-17,7,1,1
C01787,T0125,WR,Staff Behavior,2025-04-16,2025-04-17,7,1,1
C01788,T0100,NER,Catering,2025-06-10,2025-06-11,7,1,1
C01789,T0064,CR,Staff Behavior,2024-11-30,2024-12-10,7,10,0
C01790,T0093,WR,Catering,2024-02-05,2024-02-07,3,2,1
C01791,T0124,NR,Staff Behavior,2024-05-17,2024-05-18,10,1,1
C01792,T0075,SR,Coach Maintenance,2025-05-02,2025-05-14,10,12,0
C01793,T0006,SR,Catering,2025-03-18,2025-03-22,7,4,1
C01794,T0076,SCR,Coach Maintenance,2024-05-14,2024-05-19,5,5,1
C01795,T0087,NR,Staff Behavior,2024-01-20,2024-01-27,5,7,0
C01796,T0144,CR,Water Availability,2024-09-26,2024-09-27,7,1,1
C01797,T0056,ER,Water Availability,2024-06-07,2024-06-11,5,4,1
C01798,T0074,WR,Catering,2024-11-15,2024-11-21,5,6,0
C01799,T0119,CR,Cleanliness,2025-02-06,2025-02-12,10,6,1
C01800,T0081,NER,Punctuality,2024-10-24,2024-11-03,5,10,0
C01801,T0059,SER,Water Availability,2024-07-21,2024-08-02,7,12,0
C01802,T0115,NR,Security,2025-03-19,2025-03-22,3,3,1
C01803,T0034,NR,Staff Behavior,2025-12-28,2025-12-31,10,3,1
C01804,T0092,NR,Punctuality,2024-12-14,2024-12-26,7,12,0
C01805,T0091,CR,Staff Behavior,2024-10-07,2024-10-15,3,8,0
C01806,T0126,WR,Coach Maintenance,2025-04-13,2025-04-17,10,4,1
C01807,T0041,CR,Security,2024-08-20,2024-08-24,10,4,1
C01808,T0106,WR,Cleanliness,2024-04-11,2024-04-14,10,3,1
C01809,T0098,CR,Water Availability,2024-05-12,2024-05-21,7,9,0
C01810,T0045,SER,Staff Behavior,2024-05-21,2024-05-25,7,4,1
C01811,T0118,SCR,Staff Behavior,2024-12-21,2024-12-25,7,4,1
C01812,T0127,ER,Water Availability,2024-08-25,2024-09-04,5,10,0
C01813,T0110,SER,Water Availability,2024-09-23,2024-09-27,3,4,0
C01814,T0093,WR,Punctuality,2024-12-15,2024-12-20,3,5,0
C01815,T0110,SER,Punctuality,2025-10-30,2025-11-03,7,4,1
C01816,T0085,NR,Punctuality,2025-12-09,2025-12-17,5,8,0
C01817,T0104,NER,Punctuality,2024-03-02,2024-03-06,3,4,0
C01818,T0077,WR,Catering,2024-10-18,2024-10-26,5,8,0
C01819,T0022,ER,Punctuality,2024-02-19,2024-02-26,7,7,1
C01820,T0088,ER,Catering,2024-09-15,2024-09-20,7,5,1
C01821,T0148,ER,Cleanliness,2024-11-21,2024-11-25,7,4,1
C01822,T0072,NER,Water Availability,2024-04-05,2024-04-14,7,9,0
C01823,T0088,ER,Security,2024-03-15,2024-03-16,5,1,1
C01824,T0031,WR,Water Availability,2024-05-09,2024-05-12,5,3,1
C01825,T0026,ER,Staff Behavior,2025-10-22,2025-10-26,10,4,1
C01826,T0095,CR,Catering,2024-05-14,2024-05-16,10,2,1
C01827,T0074,WR,Cleanliness,2025-08-02,2025-08-08,3,6,0
C01828,T0118,SCR,Coach Maintenance,2025-06-30,2025-07-03,10,3,1
C01829,T0021,CR,Security,2025-08-16,2025-08-17,7,1,1
C01830,T0090,SCR,Catering,2024-06-28,2024-06-29,10,1,1
C01831,T0054,CR,Cleanliness,2025-05-12,2025-05-20,7,8,0
C01832,T0095,CR,Cleanliness,2025-09-09,2025-09-17,3,8,0
C01833,T0044,SR,Catering,2025-09-26,2025-09-30,7,4,1
C01834,T0059,SER,Coach Maintenance,2025-08-14,2025-08-26,7,12,0
C01835,T0090,SCR,Cleanliness,2025-05-29,2025-05-30,3,1,1
C01836,T0148,ER,Coach Maintenance,2025-10-31,2025-11-01,5,1,1
C01837,T0071,WR,Catering,2025-07-22,2025-07-29,7,7,1
C01838,T0124,NR,Cleanliness,2024-05-21,2024-05-25,5,4,1
C01839,T0083,ER,Punctuality,2024-05-17,2024-05-26,5,9,0
C01840,T0044,SR,Security,2024-02-26,2024-03-05,3,8,0
C01841,T0007,NER,Punctuality,2025-04-17,2025-04-21,3,4,0
C01842,T0116,NR,Staff Behavior,2025-04-16,2025-04-21,10,5,1
C01843,T0077,WR,Security,2024-04-21,2024-04-29,3,8,0
C01844,T0143,SCR,Water Availability,2024-01-02,2024-01-05,3,3,1
C01845,T0060,SR,Cleanliness,2024-06-04,2024-06-09,7,5,1
C01846,T0066,WR,Coach Maintenance,2024-12-07,2024-12-08,5,1,1
C01847,T0094,NER,Cleanliness,2024-09-02,2024-09-05,3,3,1
C01848,T0072,NER,Catering,2025-04-26,2025-04-27,3,1,1
C01849,T0095,CR,Catering,2025-09-12,2025-09-20,10,8,1
C01850,T0123,SR,Water Availability,2025-04-17,2025-04-25,7,8,0
C01851,T0143,SCR,Catering,2025-08-18,2025-08-20,3,2,1
C01852,T0063,SCR,Cleanliness,2025-04-01,2025-04-08,10,7,1
C01853,T0145,SER,Punctuality,2024-03-21,2024-03-29,10,8,1
C01854,T0051,SR,Cleanliness,2025-07-26,2025-07-28,3,2,1
C01855,T0016,ER,Staff Behavior,2024-03-10,2024-03-15,7,5,1
C01856,T0014,CR,Staff Behavior,2025-01-09,2025-01-11,3,2,1
C01857,T0032,NER,Water Availability,2025-03-18,2025-03-28,5,10,0
C01858,T0009,WR,Cleanliness,2024-10-15,2024-10-23,7,8,0
C01859,T0131,NR,Water Availability,2025-10-14,2025-10-23,7,9,0
C01860,T0092,NR,Staff Behavior,2025-12-03,2025-12-05,3,2,1
C01861,T0103,NER,Catering,2025-03-21,2025-03-26,10,5,1
C01862,T0105,SER,Security,2024-04-16,2024-04-21,5,5,1
C01863,T0071,WR,Punctuality,2024-10-31,2024-11-03,7,3,1
C01864,T0049,SER,Catering,2024-08-23,2024-09-04,7,12,0
